Time in ms from program start,Instantaneous IMU acceleration (maybe m/s2),Velocity (m/s),Displacement (m)
65599.000,0.000,0.000,0.000
65639.000,0.000,0.000,0.000
65679.000,0.000,0.000,0.000
65719.000,0.000,0.000,0.000
65759.000,0.000,0.000,0.000
65799.000,0.000,0.000,0.000
65839.000,0.000,0.000,0.000
65879.000,0.000,0.000,0.000
65919.000,0.000,0.000,0.000
65959.000,0.000,0.000,0.000
65999.000,0.000,0.000,0.000
66039.000,0.000,0.000,0.000
66079.000,0.000,0.000,0.000
66119.000,0.000,0.000,0.000
66159.000,0.000,0.000,0.000
66199.000,0.000,0.000,0.000
66239.000,0.000,0.000,0.000
66279.000,0.000,0.000,0.000
66319.000,0.000,0.000,0.000
66359.000,0.000,0.000,0.000
66399.000,0.000,0.000,0.000
66439.000,0.000,0.000,0.000
66479.000,0.000,0.000,0.000
66519.000,0.000,0.000,0.000
66559.000,0.000,0.000,0.000
66599.000,0.000,0.000,0.000
66639.000,0.000,0.000,0.000
66679.000,0.000,0.000,0.000
66719.000,0.000,0.000,0.000
66760.000,0.000,0.000,0.000
66799.000,0.000,0.000,0.000
66839.000,0.000,0.000,0.000
66879.000,0.000,0.000,0.000
66919.000,0.000,0.000,0.000
66960.000,0.000,0.000,0.000
66999.000,0.000,0.000,0.000
67039.000,0.000,0.000,0.000
67079.000,0.000,0.000,0.000
67119.000,0.000,0.000,0.000
67159.000,0.000,0.000,0.000
67199.000,0.000,0.000,0.000
67239.000,0.000,0.000,0.000
67279.000,0.000,0.000,0.000
67319.000,0.000,0.000,0.000
67359.000,0.000,0.000,0.000
67399.000,0.000,0.000,0.000
67439.000,0.000,0.000,0.000
67479.000,0.000,0.000,0.000
67519.000,0.000,0.000,0.000
67559.000,0.000,0.000,0.000
67599.000,0.000,0.000,0.000
67639.000,0.000,0.000,0.000
67679.000,0.000,0.000,0.000
67719.000,0.000,0.000,0.000
67759.000,0.000,0.000,0.000
67799.000,0.000,0.000,0.000
67839.000,0.000,0.000,0.000
67879.000,0.000,0.000,0.000
67919.000,0.000,0.000,0.000
67959.000,0.000,0.000,0.000
67999.000,0.000,0.000,0.000
68039.000,0.000,0.000,0.000
68079.000,0.000,0.000,0.000
68119.000,0.000,0.000,0.000
68159.000,0.000,0.000,0.000
68199.000,0.000,0.000,0.000
68239.000,0.000,0.000,0.000
68279.000,0.000,0.000,0.000
68319.000,0.000,0.000,0.000
68359.000,0.000,0.000,0.000
68399.000,0.000,0.000,0.000
68439.000,0.000,0.000,0.000
68479.000,0.000,0.000,0.000
68519.000,0.000,0.000,0.000
68559.000,0.000,0.000,0.000
68599.000,0.000,0.000,0.000
68639.000,0.000,0.000,0.000
68679.000,0.000,0.000,0.000
68719.000,0.000,0.000,0.000
68759.000,0.000,0.000,0.000
68799.000,0.000,0.000,0.000
68839.000,0.000,0.000,0.000
68879.000,0.000,0.000,0.000
68920.000,0.000,0.000,0.000
68959.000,0.000,0.000,0.000
68999.000,0.000,0.000,0.000
69039.000,0.000,0.000,0.000
69079.000,0.000,0.000,0.000
69119.000,0.000,0.000,0.000
69159.000,0.000,0.000,0.000
69199.000,0.000,0.000,0.000
69239.000,0.000,0.000,0.000
69279.000,0.000,0.000,0.000
69319.000,0.000,0.000,0.000
69359.000,0.000,0.000,0.000
69399.000,0.000,0.000,0.000
69439.000,0.000,0.000,0.000
69479.000,0.000,0.000,0.000
69519.000,0.000,0.000,0.000
69559.000,0.000,0.000,0.000
69599.000,0.000,0.000,0.000
69639.000,0.000,0.000,0.000
69679.000,0.000,0.000,0.000
69719.000,0.000,0.000,0.000
69759.000,0.000,0.000,0.000
69799.000,0.000,0.000,0.000
69839.000,0.000,0.000,0.000
69879.000,0.000,0.000,0.000
69919.000,0.000,0.000,0.000
69959.000,0.000,0.000,0.000
69999.000,0.000,0.000,0.000
70039.000,0.000,0.000,0.000
70079.000,0.000,0.000,0.000
70119.000,0.000,0.000,0.000
70159.000,0.000,0.000,0.000
70199.000,0.000,0.000,0.000
70240.000,0.000,0.000,0.000
70279.000,0.000,0.000,0.000
70319.000,0.000,0.000,0.000
70359.000,0.000,0.000,0.000
70399.000,0.000,0.000,0.000
70439.000,0.000,0.000,0.000
70479.000,0.000,0.000,0.000
70519.000,0.000,0.000,0.000
70559.000,0.000,0.000,0.000
70599.000,0.000,0.000,0.000
70639.000,0.000,0.000,0.000
70679.000,0.000,0.000,0.000
70719.000,0.000,0.000,0.000
70759.000,0.000,0.000,0.000
70799.000,0.000,0.000,0.000
70839.000,0.000,0.000,0.000
70879.000,0.000,0.000,0.000
70919.000,0.000,0.000,0.000
70959.000,0.000,0.000,0.000
70999.000,0.000,0.000,0.000
71039.000,0.000,0.000,0.000
71079.000,0.000,0.000,0.000
71119.000,0.000,0.000,0.000
71159.000,0.000,0.000,0.000
71199.000,0.000,0.000,0.000
71239.000,0.000,0.000,0.000
71279.000,0.000,0.000,0.000
71319.000,0.000,0.000,0.000
71359.000,0.000,0.000,0.000
71399.000,0.000,0.000,0.000
71439.000,0.000,0.000,0.000
71479.000,0.000,0.000,0.000
71519.000,0.000,0.000,0.000
71559.000,0.000,0.000,0.000
71599.000,0.000,0.000,0.000
71639.000,0.000,0.000,0.000
71679.000,0.000,0.000,0.000
71719.000,0.000,0.000,0.000
71759.000,0.000,0.000,0.000
71799.000,0.000,0.000,0.000
71839.000,0.000,0.000,0.000
71879.000,0.000,0.000,0.000
71919.000,0.000,0.000,0.000
71959.000,0.000,0.000,0.000
71999.000,0.000,0.000,0.000
72039.000,0.000,0.000,0.000
72079.000,0.000,0.000,0.000
72119.000,0.000,0.000,0.000
72159.000,0.000,0.000,0.000
72199.000,0.000,0.000,0.000
72239.000,0.000,0.000,0.000
72279.000,0.000,0.000,0.000
72319.000,0.000,0.000,0.000
72359.000,0.000,0.000,0.000
72399.000,0.000,0.000,0.000
72439.000,0.000,0.000,0.000
72479.000,0.000,0.000,0.000
72519.000,0.000,0.000,0.000
72559.000,0.000,0.000,0.000
72599.000,0.000,0.000,0.000
72639.000,0.000,0.000,0.000
72679.000,0.000,0.000,0.000
72719.000,0.000,0.000,0.000
72759.000,0.000,0.000,0.000
72799.000,0.000,0.000,0.000
72839.000,0.000,0.000,0.000
72879.000,0.000,0.000,0.000
72919.000,0.000,0.000,0.000
72959.000,0.000,0.000,0.000
72999.000,0.000,0.000,0.000
73039.000,0.000,0.000,0.000
73079.000,0.000,0.000,0.000
73119.000,0.000,0.000,0.000
73199.000,0.000,0.000,0.000
73239.000,0.000,0.000,0.000
73279.000,0.000,0.000,0.000
73319.000,0.000,0.000,0.000
73359.000,0.000,0.000,0.000
73399.000,0.000,0.000,0.000
73439.000,0.000,0.000,0.000
73479.000,0.000,0.000,0.000
73519.000,0.000,0.000,0.000
73559.000,0.000,0.000,0.000
73599.000,0.000,0.000,0.000
73639.000,0.000,0.000,0.000
73679.000,0.000,0.000,0.000
73719.000,0.000,0.000,0.000
73759.000,0.000,0.000,0.000
73799.000,0.000,0.000,0.000
73839.000,0.000,0.000,0.000
73879.000,0.000,0.000,0.000
73919.000,0.000,0.000,0.000
73959.000,0.000,0.000,0.000
73999.000,0.000,0.000,0.000
74039.000,0.000,0.000,0.000
74079.000,0.000,0.000,0.000
74119.000,0.000,0.000,0.000
74159.000,0.000,0.000,0.000
74199.000,0.000,0.000,0.000
74239.000,0.000,0.000,0.000
74279.000,0.000,0.000,0.000
74320.000,0.000,0.000,0.000
74359.000,0.000,0.000,0.000
74399.000,0.000,0.000,0.000
74439.000,0.000,0.000,0.000
74479.000,0.000,0.000,0.000
74519.000,0.000,0.000,0.000
74559.000,0.000,0.000,0.000
74599.000,0.000,0.000,0.000
74639.000,0.000,0.000,0.000
74679.000,0.000,0.000,0.000
74719.000,0.000,0.000,0.000
74759.000,0.000,0.000,0.000
74799.000,0.000,0.000,0.000
74839.000,0.000,0.000,0.000
74879.000,0.000,0.000,0.000
74919.000,0.000,0.000,0.000
74959.000,0.000,0.000,0.000
74999.000,0.000,0.000,0.000
75039.000,0.000,0.000,0.000
75079.000,0.000,0.000,0.000
75119.000,0.000,0.000,0.000
75159.000,0.000,0.000,0.000
75199.000,0.000,0.000,0.000
75239.000,0.000,0.000,0.000
75279.000,0.000,0.000,0.000
75319.000,0.000,0.000,0.000
75359.000,0.000,0.000,0.000
75399.000,0.000,0.000,0.000
75439.000,0.000,0.000,0.000
75479.000,0.000,0.000,0.000
75519.000,0.000,0.000,0.000
75559.000,0.000,0.000,0.000
75599.000,0.000,0.000,0.000
75639.000,0.000,0.000,0.000
75679.000,0.000,0.000,0.000
75719.000,0.000,0.000,0.000
75759.000,0.000,0.000,0.000
75799.000,0.000,0.000,0.000
75839.000,0.000,0.000,0.000
75880.000,0.000,0.000,0.000
75920.000,0.000,0.000,0.000
75959.000,0.000,0.000,0.000
75999.000,0.000,0.000,0.000
76039.000,0.000,0.000,0.000
76079.000,0.000,0.000,0.000
76119.000,0.000,0.000,0.000
76159.000,0.000,0.000,0.000
76199.000,0.000,0.000,0.000
76239.000,0.000,0.000,0.000
76279.000,0.000,0.000,0.000
76319.000,0.000,0.000,0.000
76359.000,0.000,0.000,0.000
76399.000,0.000,0.000,0.000
76439.000,0.000,0.000,0.000
76479.000,0.000,0.000,0.000
76519.000,0.000,0.000,0.000
76559.000,0.000,0.000,0.000
76599.000,0.000,0.000,0.000
76640.000,0.000,0.000,0.000
76679.000,0.000,0.000,0.000
76719.000,0.000,0.000,0.000
76759.000,0.000,0.000,0.000
76799.000,0.000,0.000,0.000
76839.000,0.000,0.000,0.000
76879.000,0.000,0.000,0.000
76919.000,0.000,0.000,0.000
76959.000,0.000,0.000,0.000
76999.000,0.000,0.000,0.000
77039.000,0.000,0.000,0.000
77079.000,0.000,0.000,0.000
77119.000,0.000,0.000,0.000
77159.000,0.000,0.000,0.000
77199.000,0.000,0.000,0.000
77239.000,0.000,0.000,0.000
77279.000,0.000,0.000,0.000
77319.000,0.000,0.000,0.000
77359.000,0.000,0.000,0.000
77399.000,0.000,0.000,0.000
77439.000,0.000,0.000,0.000
77479.000,0.000,0.000,0.000
77519.000,0.000,0.000,0.000
77559.000,0.000,0.000,0.000
77599.000,0.000,0.000,0.000
77639.000,0.000,0.000,0.000
77679.000,0.000,0.000,0.000
77719.000,0.000,0.000,0.000
77759.000,0.000,0.000,0.000
77799.000,0.000,0.000,0.000
77839.000,0.000,0.000,0.000
77879.000,0.000,0.000,0.000
77919.000,0.000,0.000,0.000
77959.000,0.000,0.000,0.000
77999.000,0.000,0.000,0.000
78039.000,0.000,0.000,0.000
78079.000,0.000,0.000,0.000
78119.000,0.000,0.000,0.000
78159.000,0.000,0.000,0.000
78199.000,0.000,0.000,0.000
78239.000,0.000,0.000,0.000
78279.000,0.000,0.000,0.000
78319.000,0.000,0.000,0.000
78359.000,0.000,0.000,0.000
78399.000,0.000,0.000,0.000
78439.000,0.000,0.000,0.000
78479.000,0.000,0.000,0.000
78519.000,0.000,0.000,0.000
78559.000,0.000,0.000,0.000
78599.000,0.000,0.000,0.000
78639.000,0.000,0.000,0.000
78679.000,0.000,0.000,0.000
78719.000,0.000,0.000,0.000
78759.000,0.000,0.000,0.000
78799.000,0.000,0.000,0.000
78839.000,0.000,0.000,0.000
78879.000,0.000,0.000,0.000
78919.000,0.000,0.000,0.000
78959.000,0.000,0.000,0.000
78999.000,0.000,0.000,0.000
79039.000,0.000,0.000,0.000
79079.000,0.000,0.000,0.000
79119.000,0.000,0.000,0.000
79159.000,0.000,0.000,0.000
79199.000,0.000,0.000,0.000
79239.000,0.000,0.000,0.000
79279.000,0.000,0.000,0.000
79319.000,0.000,0.000,0.000
79359.000,0.000,0.000,0.000
79399.000,0.000,0.000,0.000
79439.000,0.000,0.000,0.000
79479.000,0.000,0.000,0.000
79519.000,0.000,0.000,0.000
79559.000,0.000,0.000,0.000
79599.000,0.000,0.000,0.000
79639.000,0.000,0.000,0.000
79679.000,0.000,0.000,0.000
79719.000,0.000,0.000,0.000
79759.000,0.000,0.000,0.000
79800.000,0.000,0.000,0.000
79839.000,0.000,0.000,0.000
79879.000,0.000,0.000,0.000
79919.000,0.000,0.000,0.000
79959.000,0.000,0.000,0.000
79999.000,0.000,0.000,0.000
80039.000,0.000,0.000,0.000
80079.000,0.000,0.000,0.000
80119.000,0.000,0.000,0.000
80159.000,0.000,0.000,0.000
80199.000,0.000,0.000,0.000
80239.000,0.000,0.000,0.000
80279.000,0.000,0.000,0.000
80319.000,0.000,0.000,0.000
80359.000,0.000,0.000,0.000
80399.000,0.000,0.000,0.000
80439.000,0.000,0.000,0.000
80479.000,0.000,0.000,0.000
80519.000,0.000,0.000,0.000
80559.000,0.000,0.000,0.000
80599.000,0.000,0.000,0.000
80639.000,0.000,0.000,0.000
80679.000,0.000,0.000,0.000
80719.000,0.000,0.000,0.000
80759.000,0.000,0.000,0.000
80799.000,0.000,0.000,0.000
80839.000,0.000,0.000,0.000
80879.000,0.000,0.000,0.000
80919.000,0.000,0.000,0.000
80959.000,0.000,0.000,0.000
80999.000,0.000,0.000,0.000
81039.000,0.000,0.000,0.000
81079.000,0.000,0.000,0.000
81119.000,0.000,0.000,0.000
81159.000,0.000,0.000,0.000
81199.000,0.000,0.000,0.000
81239.000,0.000,0.000,0.000
81279.000,0.000,0.000,0.000
81319.000,0.000,0.000,0.000
81359.000,0.000,0.000,0.000
81399.000,0.000,0.000,0.000
81439.000,0.000,0.000,0.000
81479.000,0.000,0.000,0.000
81519.000,0.000,0.000,0.000
81559.000,0.000,0.000,0.000
81599.000,0.000,0.000,0.000
81639.000,0.000,0.000,0.000
81679.000,0.000,0.000,0.000
81719.000,0.000,0.000,0.000
81759.000,0.000,0.000,0.000
81799.000,0.000,0.000,0.000
81839.000,0.000,0.000,0.000
81879.000,0.000,0.000,0.000
81919.000,0.000,0.000,0.000
81959.000,0.000,0.000,0.000
81999.000,0.000,0.000,0.000
82039.000,0.000,0.000,0.000
82079.000,0.000,0.000,0.000
82119.000,0.000,0.000,0.000
82159.000,0.000,0.000,0.000
82199.000,0.000,0.000,0.000
82239.000,0.000,0.000,0.000
82279.000,0.000,0.000,0.000
82319.000,0.000,0.000,0.000
82359.000,0.000,0.000,0.000
82399.000,0.000,0.000,0.000
82439.000,0.000,0.000,0.000
82479.000,0.000,0.000,0.000
82519.000,0.000,0.000,0.000
82559.000,0.000,0.000,0.000
82599.000,0.000,0.000,0.000
82639.000,0.000,0.000,0.000
82679.000,0.000,0.000,0.000
82719.000,0.000,0.000,0.000
82759.000,0.000,0.000,0.000
82799.000,0.000,0.000,0.000
82839.000,0.000,0.000,0.000
82879.000,0.000,0.000,0.000
82919.000,0.000,0.000,0.000
82959.000,0.000,0.000,0.000
82999.000,0.000,0.000,0.000
83039.000,0.000,0.000,0.000
83079.000,0.000,0.000,0.000
83119.000,0.000,0.000,0.000
83159.000,0.000,0.000,0.000
83199.000,0.000,0.000,0.000
83239.000,0.000,0.000,0.000
83279.000,0.000,0.000,0.000
83319.000,0.000,0.000,0.000
83359.000,0.000,0.000,0.000
83399.000,0.000,0.000,0.000
83439.000,0.000,0.000,0.000
83479.000,0.000,0.000,0.000
83519.000,0.000,0.000,0.000
83559.000,0.000,0.000,0.000
83599.000,0.000,0.000,0.000
83639.000,0.000,0.000,0.000
83679.000,0.000,0.000,0.000
83719.000,0.000,0.000,0.000
83760.000,0.000,0.000,0.000
83799.000,0.000,0.000,0.000
83839.000,0.000,0.000,0.000
83879.000,0.000,0.000,0.000
83919.000,0.000,0.000,0.000
83959.000,0.000,0.000,0.000
83999.000,0.000,0.000,0.000
84039.000,0.000,0.000,0.000
84079.000,0.000,0.000,0.000
84119.000,0.000,0.000,0.000
84159.000,0.000,0.000,0.000
84199.000,0.000,0.000,0.000
84239.000,0.000,0.000,0.000
84279.000,0.000,0.000,0.000
84319.000,0.000,0.000,0.000
84359.000,0.000,0.000,0.000
84399.000,0.000,0.000,0.000
84439.000,0.000,0.000,0.000
84479.000,0.000,0.000,0.000
84519.000,0.000,0.000,0.000
84559.000,0.000,0.000,0.000
84599.000,0.000,0.000,0.000
84639.000,0.000,0.000,0.000
84679.000,0.000,0.000,0.000
84719.000,0.000,0.000,0.000
84759.000,0.000,0.000,0.000
84799.000,0.000,0.000,0.000
84839.000,0.000,0.000,0.000
84879.000,0.000,0.000,0.000
84919.000,0.000,0.000,0.000
84959.000,0.000,0.000,0.000
84999.000,0.000,0.000,0.000
85039.000,0.000,0.000,0.000
85079.000,0.000,0.000,0.000
85119.000,0.000,0.000,0.000
85159.000,0.000,0.000,0.000
85199.000,0.000,0.000,0.000
85239.000,0.000,0.000,0.000
85319.000,0.000,0.000,0.000
85359.000,0.000,0.000,0.000
85399.000,0.000,0.000,0.000
85439.000,0.000,0.000,0.000
85479.000,0.000,0.000,0.000
85519.000,0.000,0.000,0.000
85559.000,0.000,0.000,0.000
85599.000,0.000,0.000,0.000
85639.000,0.000,0.000,0.000
85679.000,0.000,0.000,0.000
85719.000,0.000,0.000,0.000
85759.000,0.000,0.000,0.000
85799.000,0.000,0.000,0.000
85839.000,0.000,0.000,0.000
85879.000,0.000,0.000,0.000
85919.000,0.000,0.000,0.000
85959.000,0.000,0.000,0.000
85999.000,0.000,0.000,0.000
86039.000,0.000,0.000,0.000
86079.000,0.000,0.000,0.000
86119.000,0.000,0.000,0.000
86159.000,0.000,0.000,0.000
86199.000,0.000,0.000,0.000
86239.000,0.000,0.000,0.000
86279.000,0.000,0.000,0.000
86319.000,0.000,0.000,0.000
86359.000,0.000,0.000,0.000
86399.000,0.000,0.000,0.000
86439.000,0.000,0.000,0.000
86479.000,0.000,0.000,0.000
86519.000,0.000,0.000,0.000
86559.000,0.000,0.000,0.000
86599.000,0.000,0.000,0.000
86639.000,0.000,0.000,0.000
86679.000,0.000,0.000,0.000
86720.000,0.000,0.000,0.000
86759.000,0.000,0.000,0.000
86799.000,0.000,0.000,0.000
86839.000,0.000,0.000,0.000
86879.000,0.000,0.000,0.000
86919.000,0.000,0.000,0.000
86959.000,0.000,0.000,0.000
86999.000,0.000,0.000,0.000
87039.000,0.000,0.000,0.000
87079.000,0.000,0.000,0.000
87119.000,0.000,0.000,0.000
87159.000,0.000,0.000,0.000
87199.000,0.000,0.000,0.000
87239.000,0.000,0.000,0.000
87279.000,0.000,0.000,0.000
87319.000,0.000,0.000,0.000
87359.000,0.000,0.000,0.000
87399.000,0.000,0.000,0.000
87439.000,0.000,0.000,0.000
87479.000,0.000,0.000,0.000
87519.000,0.000,0.000,0.000
87559.000,0.000,0.000,0.000
87599.000,0.000,0.000,0.000
87639.000,0.000,0.000,0.000
87679.000,0.000,0.000,0.000
87719.000,0.000,0.000,0.000
87759.000,0.000,0.000,0.000
87799.000,0.000,0.000,0.000
87839.000,0.000,0.000,0.000
87879.000,0.000,0.000,0.000
87919.000,0.000,0.000,0.000
87959.000,0.000,0.000,0.000
87999.000,0.000,0.000,0.000
88039.000,0.000,0.000,0.000
88079.000,0.000,0.000,0.000
88119.000,0.000,0.000,0.000
88160.000,0.000,0.000,0.000
88199.000,0.000,0.000,0.000
88239.000,0.000,0.000,0.000
88279.000,0.000,0.000,0.000
88319.000,0.000,0.000,0.000
88359.000,0.000,0.000,0.000
88399.000,0.000,0.000,0.000
88439.000,0.000,0.000,0.000
88479.000,0.000,0.000,0.000
88519.000,0.000,0.000,0.000
88559.000,0.000,0.000,0.000
88599.000,0.000,0.000,0.000
88639.000,0.000,0.000,0.000
88679.000,0.000,0.000,0.000
88719.000,0.000,0.000,0.000
88759.000,0.000,0.000,0.000
88799.000,0.000,0.000,0.000
88839.000,0.000,0.000,0.000
88879.000,0.000,0.000,0.000
88919.000,0.000,0.000,0.000
88959.000,0.000,0.000,0.000
88999.000,0.000,0.000,0.000
89039.000,0.000,0.000,0.000
89079.000,0.000,0.000,0.000
89119.000,0.000,0.000,0.000
89159.000,0.000,0.000,0.000
89199.000,0.000,0.000,0.000
89239.000,0.000,0.000,0.000
89279.000,0.000,0.000,0.000
89319.000,0.000,0.000,0.000
89359.000,0.000,0.000,0.000
89399.000,0.000,0.000,0.000
89439.000,0.000,0.000,0.000
89479.000,0.000,0.000,0.000
89519.000,0.000,0.000,0.000
89559.000,0.000,0.000,0.000
89599.000,0.000,0.000,0.000
89639.000,0.000,0.000,0.000
89679.000,0.000,0.000,0.000
89719.000,0.000,0.000,0.000
89759.000,0.000,0.000,0.000
89799.000,0.000,0.000,0.000
89839.000,0.000,0.000,0.000
89879.000,0.000,0.000,0.000
89919.000,0.000,0.000,0.000
89959.000,0.000,0.000,0.000
90000.000,0.000,0.000,0.000
90039.000,0.000,0.000,0.000
90079.000,0.000,0.000,0.000
90119.000,0.000,0.000,0.000
90159.000,0.000,0.000,0.000
90199.000,0.000,0.000,0.000
90239.000,0.000,0.000,0.000
90279.000,0.000,0.000,0.000
90319.000,0.000,0.000,0.000
90359.000,0.000,0.000,0.000
90399.000,0.000,0.000,0.000
90439.000,0.000,0.000,0.000
90479.000,0.000,0.000,0.000
90519.000,0.000,0.000,0.000
90559.000,0.000,0.000,0.000
90599.000,0.000,0.000,0.000
90639.000,0.000,0.000,0.000
90679.000,0.000,0.000,0.000
90719.000,0.000,0.000,0.000
90759.000,0.000,0.000,0.000
90799.000,0.000,0.000,0.000
90839.000,0.000,0.000,0.000
90879.000,0.000,0.000,0.000
90919.000,0.000,0.000,0.000
90959.000,0.000,0.000,0.000
90999.000,0.000,0.000,0.000
91039.000,0.000,0.000,0.000
91079.000,0.000,0.000,0.000
91119.000,0.000,0.000,0.000
91159.000,0.000,0.000,0.000
91199.000,0.000,0.000,0.000
91239.000,0.000,0.000,0.000
91279.000,0.000,0.000,0.000
91319.000,0.000,0.000,0.000
91359.000,0.000,0.000,0.000
91399.000,0.000,0.000,0.000
91439.000,0.000,0.000,0.000
91479.000,0.000,0.000,0.000
91519.000,0.000,0.000,0.000
91559.000,0.000,0.000,0.000
91599.000,0.000,0.000,0.000
91639.000,0.000,0.000,0.000
91679.000,0.000,0.000,0.000
91719.000,0.000,0.000,0.000
91759.000,0.000,0.000,0.000
91799.000,0.000,0.000,0.000
91839.000,0.000,0.000,0.000
91879.000,0.000,0.000,0.000
91919.000,0.000,0.000,0.000
91959.000,0.000,0.000,0.000
91999.000,0.000,0.000,0.000
92039.000,0.000,0.000,0.000
92079.000,0.000,0.000,0.000
92119.000,0.000,0.000,0.000
92159.000,0.000,0.000,0.000
92199.000,0.000,0.000,0.000
92239.000,0.000,0.000,0.000
92279.000,0.000,0.000,0.000
92319.000,0.000,0.000,0.000
92359.000,0.000,0.000,0.000
92399.000,0.000,0.000,0.000
92439.000,0.000,0.000,0.000
92479.000,0.000,0.000,0.000
92519.000,0.000,0.000,0.000
92559.000,0.000,0.000,0.000
92599.000,0.000,0.000,0.000
92639.000,0.000,0.000,0.000
92679.000,0.000,0.000,0.000
92719.000,0.000,0.000,0.000
92759.000,0.000,0.000,0.000
92799.000,0.000,0.000,0.000
92839.000,0.000,0.000,0.000
92879.000,0.000,0.000,0.000
92919.000,0.000,0.000,0.000
92959.000,0.000,0.000,0.000
92999.000,0.000,0.000,0.000
93039.000,0.000,0.000,0.000
93079.000,0.000,0.000,0.000
93119.000,0.000,0.000,0.000
93159.000,0.000,0.000,0.000
93199.000,0.000,0.000,0.000
93239.000,0.000,0.000,0.000
93279.000,0.000,0.000,0.000
93319.000,0.000,0.000,0.000
93359.000,0.000,0.000,0.000
93399.000,0.000,0.000,0.000
93439.000,0.000,0.000,0.000
93479.000,0.000,0.000,0.000
93519.000,0.000,0.000,0.000
93559.000,0.000,0.000,0.000
93599.000,0.000,0.000,0.000
93639.000,0.000,0.000,0.000
93679.000,0.000,0.000,0.000
93720.000,0.000,0.000,0.000
93759.000,0.000,0.000,0.000
93799.000,0.000,0.000,0.000
93839.000,0.000,0.000,0.000
93879.000,0.000,0.000,0.000
93919.000,0.000,0.000,0.000
93959.000,0.000,0.000,0.000
93999.000,0.000,0.000,0.000
94039.000,0.000,0.000,0.000
94079.000,0.000,0.000,0.000
94119.000,0.000,0.000,0.000
94159.000,0.000,0.000,0.000
94199.000,0.000,0.000,0.000
94239.000,0.000,0.000,0.000
94279.000,0.000,0.000,0.000
94319.000,0.000,0.000,0.000
94359.000,0.000,0.000,0.000
94399.000,0.000,0.000,0.000
94439.000,0.000,0.000,0.000
94479.000,0.000,0.000,0.000
94519.000,0.000,0.000,0.000
94559.000,0.000,0.000,0.000
94599.000,0.000,0.000,0.000
94639.000,0.000,0.000,0.000
94679.000,0.000,0.000,0.000
94719.000,0.000,0.000,0.000
94759.000,0.000,0.000,0.000
94799.000,0.000,0.000,0.000
94839.000,0.000,0.000,0.000
94879.000,0.000,0.000,0.000
94919.000,0.000,0.000,0.000
94959.000,0.000,0.000,0.000
94999.000,0.000,0.000,0.000
95039.000,0.000,0.000,0.000
95079.000,0.000,0.000,0.000
95119.000,0.000,0.000,0.000
95159.000,0.000,0.000,0.000
95199.000,0.000,0.000,0.000
95239.000,0.000,0.000,0.000
95279.000,0.000,0.000,0.000
95319.000,0.000,0.000,0.000
95359.000,0.000,0.000,0.000
95399.000,0.000,0.000,0.000
95439.000,0.000,0.000,0.000
95479.000,0.000,0.000,0.000
95519.000,0.000,0.000,0.000
95559.000,0.000,0.000,0.000
95599.000,0.000,0.000,0.000
95639.000,0.000,0.000,0.000
95679.000,0.000,0.000,0.000
95719.000,0.000,0.000,0.000
95759.000,0.000,0.000,0.000
95799.000,0.000,0.000,0.000
95839.000,0.000,0.000,0.000
95879.000,0.000,0.000,0.000
95919.000,0.000,0.000,0.000
95959.000,0.000,0.000,0.000
95999.000,0.000,0.000,0.000
96039.000,0.000,0.000,0.000
96079.000,0.000,0.000,0.000
96124.000,0.000,0.000,0.000
96159.000,0.000,0.000,0.000
96199.000,0.000,0.000,0.000
96239.000,0.000,0.000,0.000
96279.000,0.000,0.000,0.000
96319.000,0.000,0.000,0.000
96359.000,0.000,0.000,0.000
96399.000,0.000,0.000,0.000
96439.000,0.000,0.000,0.000
96479.000,0.000,0.000,0.000
96519.000,0.000,0.000,0.000
96559.000,0.000,0.000,0.000
96599.000,0.000,0.000,0.000
96639.000,0.000,0.000,0.000
96680.000,0.000,0.000,0.000
96719.000,0.000,0.000,0.000
96759.000,0.000,0.000,0.000
96799.000,0.000,0.000,0.000
96839.000,0.000,0.000,0.000
96880.000,0.000,0.000,0.000
96919.000,0.000,0.000,0.000
96959.000,0.000,0.000,0.000
96999.000,0.000,0.000,0.000
97039.000,0.000,0.000,0.000
97079.000,0.000,0.000,0.000
97119.000,0.000,0.000,0.000
97159.000,0.000,0.000,0.000
97199.000,0.000,0.000,0.000
97239.000,0.000,0.000,0.000
97279.000,0.000,0.000,0.000
97319.000,0.000,0.000,0.000
97359.000,0.000,0.000,0.000
97399.000,0.000,0.000,0.000
97439.000,0.000,0.000,0.000
97487.000,0.000,0.000,0.000
97519.000,0.000,0.000,0.000
97559.000,0.000,0.000,0.000
97599.000,0.000,0.000,0.000
97639.000,0.000,0.000,0.000
97679.000,0.000,0.000,0.000
97719.000,0.000,0.000,0.000
97759.000,0.000,0.000,0.000
